-0.2	-4.71903e-05
-0.195	-4.55799e-05
-0.19	-4.41122e-05
-0.185	-4.26467e-05
-0.18	-4.12613e-05
-0.175	-3.98008e-05
-0.17	-3.84214e-05
-0.165	-3.70593e-05
-0.16	-3.56576e-05
-0.155	-3.43147e-05
-0.15	-3.29949e-05
-0.145	-3.1682e-05
-0.14	-3.03899e-05
-0.135	-2.91515e-05
-0.13	-2.78797e-05
-0.125	-2.66133e-05
-0.12	-2.54296e-05
-0.115	-2.42736e-05
-0.11	-2.31318e-05
-0.105	-2.20515e-05
-0.1	-2.0975e-05
-0.09500001	-1.99411e-05
-0.09	-1.89624e-05
-0.08500001	-1.79837e-05
-0.08000001	-1.70499e-05
-0.075	-1.61417e-05
-0.07000001	-1.5244e-05
-0.06500001	-1.43909e-05
-0.06	-1.35798e-05
-0.05500001	-1.27831e-05
-0.05000001	-1.20085e-05
-0.045	-1.1301e-05
-0.04000001	-1.06091e-05
-0.03500001	-9.933090000000001e-06
-0.03	-9.27963e-06
-0.02500001	-8.66164e-06
-0.02000001	-8.0689e-06
-0.015	-7.49261e-06
-0.01000001	-6.94568e-06
-0.00500001	-6.42013e-06
-1.490116e-08	-5.91287e-06
0.004999995	-5.43264e-06
0.00999999	-4.97237e-06
0.01499999	-4.51532e-06
0.02	-4.08884e-06
0.02499999	-3.66634e-06
0.02999999	-3.26225e-06
0.035	-2.87036e-06
0.03999999	-2.49333e-06
0.04499999	-2.1194e-06
0.05	-1.76153e-06
0.05499999	-1.41379e-06
0.05999999	-1.06725e-06
0.06499998	-7.30678e-07
0.06999998	-3.97853e-07
0.075	-1.1446e-08
0.08	8.71992e-08
0.08499999	5.92818e-07
0.08999999	9.15812e-07
0.09499998	1.25295e-06
0.09999998	1.57766e-06
0.105	1.90744e-06
0.11	2.24643e-06
0.115	2.58895e-06
0.12	2.9276e-06
0.125	3.29412e-06
0.13	3.6559e-06
0.135	4.03282e-06
0.14	4.40419e-06
0.145	4.76523e-06
0.15	5.1618e-06
0.155	5.58081e-06
0.16	5.9785e-06
0.165	6.40048e-06
0.17	6.86494e-06
0.175	7.28524e-06
0.18	7.698309999999999e-06
0.185	8.168369999999999e-06
0.19	8.644609999999999e-06
0.195	9.145359999999999e-06
0.2	9.669590000000001e-06
0.205	1.02122e-05
0.21	1.07406e-05
0.215	1.1307e-05
0.22	1.18825e-05
0.225	1.24804e-05
0.23	1.30545e-05
0.235	1.36485e-05
0.24	1.42949e-05
0.245	1.49538e-05
0.25	1.56106e-05
0.255	1.62828e-05
0.26	1.69778e-05
0.265	1.77165e-05
0.27	1.85139e-05
0.275	1.92846e-05
0.28	2.01149e-05
0.285	2.09058e-05
0.29	2.17103e-05
0.295	2.24464e-05
0.3	2.33566e-05
0.305	2.43169e-05
0.31	2.52588e-05
0.315	2.62531e-05
0.32	2.71463e-05
0.325	2.79512e-05
0.33	3.03445e-05
0.335	2.98534e-05
0.34	3.0841e-05
0.345	3.17989e-05
0.35	3.31207e-05
0.355	3.40243e-05
0.36	3.52023e-05
0.365	3.97871e-05
0.37	4.31924e-05
0.375	3.85945e-05
0.38	3.99362e-05
0.385	4.15336e-05
0.39	0.000335941
0.395	0.000325571
0.4	0.00032119
0.405	0.000314026
0.41	0.000320922
0.415	0.000319748
0.42	0.000323032
0.425	0.00031932
0.43	0.000324273
0.435	0.000319537
0.44	0.000334936
0.445	0.00032209
0.45	0.000324367
0.455	0.000322876
0.46	0.000319022
0.465	0.000359411
0.47	0.000309472
0.475	0.000301685
0.48	0.000299566
0.485	0.000303543
0.49	0.000301659
0.495	0.000288833
0.5	0.000345885
0.505	0.000439614
0.51	0.000417809
0.515	0.000361154
0.52	0.000379129
0.525	0.000376279
0.53	0.000358127
0.535	0.000368385
0.54	0.000396789
0.545	0.00126576
0.55	0.00127762
0.555	0.00133988
0.5600000000000001	0.00129339
0.5649999999999999	0.00129784
0.57	0.00128529
0.575	0.00124984
0.58	0.00126843
0.585	0.00127704
0.59	0.00129305
0.595	0.00129525
0.6	0.00130345
0.605	0.00129696
0.61	0.00134136
0.615	0.00131587
0.62	0.00143187
0.625	0.00156417
0.63	0.00162461
0.635	0.00163665
0.64	0.0016362
0.645	0.0016618
0.65	0.00167282
0.655	0.0016754
0.66	0.00168307
0.665	0.00171617
0.67	0.00178094
0.675	0.00174665
0.68	0.00180528
0.6850000000000001	0.00181845
0.6899999999999999	0.00182008
0.695	0.00183085
0.7	0.00186895
0.705	0.00187629
0.71	0.00189999
0.715	0.00190413
0.72	0.0019466
0.725	0.00195781
0.73	0.00196387
0.735	0.00201138
0.74	0.00203216
0.745	0.00203474
0.75	0.00204461
0.755	0.00206171
0.76	0.0020638
0.765	0.00207905
0.77	0.00219476
0.775	0.00232566
0.78	0.00234197
0.785	0.00235514
0.79	0.00215009
0.795	0.00219638
0.8	0.00223117
