-0.2	-7.65643e-06
-0.195	-7.889399999999999e-06
-0.19	-8.02572e-06
-0.185	-8.07038e-06
-0.18	-7.993239999999999e-06
-0.175	-7.85418e-06
-0.17	-7.71088e-06
-0.165	-7.43603e-06
-0.16	-7.11781e-06
-0.155	-6.75126e-06
-0.15	-6.3341e-06
-0.145	-5.91068e-06
-0.14	-5.47569e-06
-0.135	-5.03416e-06
-0.13	-4.58979e-06
-0.125	-4.13811e-06
-0.12	-3.68234e-06
-0.115	-3.23245e-06
-0.11	-2.776e-06
-0.105	-2.32693e-06
-0.1	-1.87372e-06
-0.09500001	-1.42404e-06
-0.09	-9.76559e-07
-0.08500001	-5.277040000000001e-07
-0.08000001	-1.62051e-08
-0.075	3.69617e-07
-0.07000001	8.19909e-07
-0.06500001	1.27387e-06
-0.06	1.73047e-06
-0.05500001	2.19295e-06
-0.05000001	2.65739e-06
-0.045	3.13962e-06
-0.04000001	3.62205e-06
-0.03500001	4.11453e-06
-0.03	4.62062e-06
-0.02500001	5.13901e-06
-0.02000001	5.66929e-06
-0.015	6.22067e-06
-0.01000001	6.77271e-06
-0.00500001	7.35787e-06
-1.490116e-08	7.954129999999999e-06
0.004999995	8.57584e-06
0.00999999	9.2179e-06
0.01499999	9.87205e-06
0.02	1.0561e-05
0.02499999	1.1267e-05
0.02999999	1.19929e-05
0.035	1.27334e-05
0.03999999	1.35291e-05
0.04499999	1.43484e-05
0.05	1.51628e-05
0.05499999	1.60378e-05
0.05999999	1.69187e-05
0.06499998	1.78098e-05
0.06999998	1.87411e-05
0.075	1.97014e-05
0.08	2.07019e-05
0.08499999	2.17281e-05
0.08999999	2.28066e-05
0.09499998	2.38751e-05
0.09999998	2.49504e-05
0.105	2.60909e-05
0.11	2.72422e-05
0.115	2.84329e-05
0.12	2.96404e-05
0.125	3.08856e-05
0.13	3.21195e-05
0.135	3.34388e-05
0.14	3.46724e-05
0.145	3.60227e-05
0.15	3.73682e-05
0.155	3.86635e-05
0.16	4.00703e-05
0.165	4.14585e-05
0.17	4.2857e-05
0.175	4.42986e-05
0.18	4.56699e-05
0.185	4.71328e-05
0.19	4.85326e-05
0.195	4.99704e-05
0.2	5.14591e-05
0.205	5.29069e-05
0.21	5.43412e-05
0.215	5.57555e-05
0.22	5.71953e-05
0.225	5.86885e-05
0.23	6.01836e-05
0.235	6.15332e-05
0.24	6.29382e-05
0.245	6.42982e-05
0.25	6.57744e-05
0.255	6.71493e-05
0.26	6.854159999999999e-05
0.265	6.974329999999999e-05
0.27	7.11909e-05
0.275	7.26276e-05
0.28	7.38749e-05
0.285	7.51902e-05
0.29	7.62576e-05
0.295	7.76091e-05
0.3	7.88501e-05
0.305	8.01072e-05
0.31	8.12441e-05
0.315	8.23622e-05
0.32	8.360709999999999e-05
0.325	8.47483e-05
0.33	8.58049e-05
0.335	8.694680000000001e-05
0.34	8.797339999999999e-05
0.345	8.8922e-05
0.35	9.00203e-05
0.355	9.12485e-05
0.36	9.203e-05
0.365	9.292129999999999e-05
0.37	9.39337e-05
0.375	9.5008e-05
0.38	9.59077e-05
0.385	9.68201e-05
0.39	9.76688e-05
0.395	9.86115e-05
0.4	9.95861e-05
0.405	0.000100116
0.41	0.000100917
0.415	0.000101651
0.42	0.000102399
0.425	0.000103177
0.43	0.000104006
0.435	0.000104712
0.44	0.000105539
0.445	0.00010623
0.45	0.000106956
0.455	0.000107614
0.46	0.000108336
0.465	0.000109043
0.47	0.00010969
0.475	0.000110405
0.48	0.000111069
0.485	0.00011156
0.49	0.000112276
0.495	0.000112849
0.5	0.000113496
0.505	0.000114156
0.51	0.000114579
0.515	0.000115044
0.52	0.000115708
0.525	0.000116344
0.53	0.000116833
0.535	0.000117287
0.54	0.000117959
0.545	0.000118386
0.55	0.000118734
0.555	0.000119503
0.5600000000000001	0.000120048
0.5649999999999999	0.000120618
0.57	0.00012104
0.575	0.000121386
0.58	0.00012198
0.585	0.000122442
0.59	0.00012299
0.595	0.000123469
0.6	0.000123891
0.605	0.000124327
0.61	0.000124878
0.615	0.000125261
0.62	0.000125782
0.625	0.000126261
0.63	0.000126813
0.635	0.000127318
0.64	0.00012755
0.645	0.000128048
0.65	0.000128416
0.655	0.000128993
0.66	0.000129546
0.665	0.000129797
0.67	0.000130229
0.675	0.000130841
0.68	0.000131145
0.6850000000000001	0.000131516
0.6899999999999999	0.000131986
0.695	0.000132347
0.7	0.000132769
0.705	0.000133166
0.71	0.000133346
0.715	0.000133812
0.72	0.000134195
0.725	0.000134717
0.73	0.000135049
0.735	0.000135401
0.74	0.000135559
0.745	0.00013595
0.75	0.000140078
0.755	0.000141377
0.76	0.000141822
0.765	0.000142505
0.77	0.000143856
0.775	0.000144564
0.78	0.00014549
0.785	0.000146796
0.79	0.000146169
0.795	0.000147982
0.8	0.000148956
